,Brand Name,Name of the Product,Rating,No. of Ratings,Price,Expected Delivery,Availability,Returns/Exchange,Other Details
82,Brand: HRB MUSICALS,HRB MUSICALS GUITAR FLOOR STAND +GUITAR CAPO + ALICE STRING SET + AND GUITAR STRING WINDER,,4 ratings,₹ 629.00,"FREE delivery: Wednesday, April 28 Details",In stock.,7 Days Replacement,"For guitar floor stand its solid body ,string set, capo, string winder Its Fits Perfectly on Electric and Acoustic Guitars, Ukulele, Banjo, Bass, Folk Guitars and Mandolin EASY TO MOVE & USE - Super Fast to Change Between Frets. Quickly and Easily Releases and Repositions With One Hand Without Disturbing Tuning NO SCRATCHES OR FRET BUZZ- High Quality Silicone Pad Will Protect Your Instrument Against Damage. Steel Spring with Internal Memory. It Puts Just Enough Pressure on the Instrument
› See more product details"
83,Brand: Ibanez,Ibanez MD39C-NT Acoustic Guitar (Natural),,215 ratings,"₹ 6,947.00",FREE delivery,In stock.,7 Days Replacement,"About this item
Type - acoustic guitar with cutaway
Fingerboard material - rosewood
Top - spruce
Number of frets - 20
Number of strings - 6"
84,Brand: Belear,"Belear I-280-WBL Couturier 38 Inch Blue Cutaway Acoustic Guitar With Bag,and Picks",-,-,"₹ 3,600.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience.
Solid Spruce top provides an ideal balance and between strength and flexibility
Linden back & sides produces rich, warm lows and sweet sustain
Catalpa neck, Rosewood fretboard with truss rod
Offers bright, responsive & balanced tone
Comfortable playability for beginners
Blue colour with Brush finishing
Skilfully craftsmanship and the innovative design of the highest quality
› See more product details"
85,Brand: Jixing,"Jixing JXNG-BLK-SC1,Black Acoustic Guitar with Kadence Foldable Guitar Stand,Kadence Tuner,Kadence String,Kadence Strap,Kadence 3 Picks,Kadence Bag & Kadence Capo (Super Combo)",,427 ratings,"₹ 3,499.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 2 hrs and 3 mins Details",In stock.,7 Days Replacement,"The product comes in a proper packaging
This product will be an ideal pick for you
Easy to use
› See more product details"
86,Visit the JUAREZ Store,"JUAREZ Fiésta 41 Inch Acoustic Guitar with Dual Action Truss Rod, 21 Frets Rosewood Fretboard & Bridge, Padded 5mm Cotton Bag, Cotton Strap, 2 Picks, Allen Key, Extra String Set, Brown",,13 ratings,"₹ 4,009.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Glossy finish, Number of frets - 21, 41 Inch Acoustic Guitar with Dual Action Truss Rod which gives you the liberty to adjust the action of your neck in either direction if warped.
Material : Top, Back, Sides - Linden Solid Wood, Neck - Catalpa, Fretboard & Bridge - Rosewood, Machine Head : Chrome Open, Stainless Steel Copper Wound Strings
Linden binding and full wood construction with geared tuning, wooden frame and Alice Brand Stainless steel copper alloy strings. Features a sturdy top with smooth curves, promoting comfort during playing. This solid wood produces a smooth and rich sound ideal for rock, folk, country, and every genre in between!
Loosening a truss rod (turning counter-clockwise) adds relief to (decreases tension on) the neck which results in increased (higher) string action height. This reduces relief, lowering the string action (height of the strings over the frets). Turn the nut clockwise to tighten the rod.
6 Stainless Steel Alice Brand strings especially for beginners. Wound strings are made of copper alloy. Stainless steel plain string, steel core, copper alloy winding, anti-rust coating. (Additional Free Strings are NOT ALICE Brand, Strings on the Guitar are Alice Strings)
Heavy Duty 5mm Cotton Padded Guitar Bag and Premium Cotton Guitar Strap provided along with your Juarez Fiésta 41 Inch Acoustic Guitar
Included components: Acoustic Guitar with Strap, Bag, Strings, Truss Rod Wrench/Allen Key and 2 Plectrums"
87,Visit the JUAREZ Store,"Juârez JRZ38C/ASH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Ash with Bag, Strings, Picks and Strap",,167 ratings,"₹ 2,525.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks
Great looks with an innovative design to produce good quality sound
Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings
Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway
Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks"
88,Brand: Belear,Belear I-280-CBLK Couturier 38 Inch Black Cutaway Acoustic Guitar With Bag and Picks,-,-,"₹ 2,549.00",FREE delivery: April 26 - 27 Details,Only 1 left in stock.,7 Days Replacement,"Premium 38 Inch single cutaway acoustic guitar
Top, back, and sides are made from Carbon fiber
Catalpa neck with Rosewood fretboard.
Carbon fiber is famous for resonant, tough, and resistant to temperature and humidity changes
Full scale length with easy access to the upper frets.
Ultimate versatile guitar is suitable for both experts and beginners.
Black color with matte finishing.
Skilfully craftsmanship and the innovative design of the highest quality.
› See more product details"
89,Brand: Tern,"Tern Kids Guitar Rockband for Your Upcoming Superstar, Battery Operated Music and Lights Rock Band Guitar for Kids Your Kids Will Have Fun - For Girls Assorted Colors For Girls",-,-,₹ 699.00,"₹ 70.00 delivery: Tuesday, April 27 Details",In stock.,7 Days Replacement,"☞ DEVELOPMENTAL BENEFITS - It's a perfect beginning guitar, and it's sized and outfitted for smaller players. Kids should feel encouraged and excited about playing music, and when they play an instrument designed especially for them, that musical spark can ignite.
THE ULTIMATE MUSICAL EXPERIENCE - This guitar has great sound and accurate intonation for an authentic musical experience. The guitar has a comfortable, thin profile body, and great tone. The neck has thin frets and low string action so it's easy for small hands to press strings down to form notes and chords. The steel-reinforced neck stands up to enthusiastic playing.
☞ DIFFERENT LEARNING MODES FOR EDUCATIONAL FUN - Products nurture children's natural enthusiasm for music through engaging, enriching and fun products that encourage young players to explore music through play. Making music also enables your child to experience cause and effect first hand. Your child can experiment with the guitar's different sounds and experiment with their own ideas.
☞ TOP FEATURES - This guitar is a fantastic toy for your little rock star. Your little one will discover how to make different sounds and is a great inspiration for learning a musical trait later on.The electric Rockstar Guitar is great for imaginative play too - your child can pretend to be a real rock star
☞ PRODUCT DESCRIPTION - Material:Plastic, Powered by: 3 x AA batteries(Not Included)
› See more product details"
90,Visit the JUAREZ Store,JUAREZ Arpeggio Guitar JRA41SP-RD-K,-,-,"₹ 4,570.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
JRA41SP-RD-K"
91,Brand: K MART,"KHODIYAR 4-String Musical Instrument Guitar, Acoustic Guitar Learning Kids Toy",-,-,"₹ 1,599.00","FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"Very Crisp and Clear Sound of Strings.
4 String which are tune-able. A very good toy for kids who are willing to learn guitar.
The Guitar is made of very good quality plastic, adequate to produce a very clear sound from Guitar
This Acoustic Guitar makes a great gift for kids.
Colour: Blue
› See more product details"
92,Brand: Jingyig,"Lightweight Soprano Ukulele, Durable Hawaii Kids Guitar, for Children Boys and Girls Beginner(Purple Elf)",-,-,-,-,-,10 Days Returnable,"About this item
Touch the strings, you will be full of youthful breath, like being in nature.
Ukulele has elegant tone, easy to learn, with very rich tone and expression.
The natural and unrestrained playing can add personal charm, which is deeply loved by the youth.
Not only express euphemistic and moving murmur, but also express the majestic and heroic spirit, let a number of people dream.
The light melody, playing the relaxing music, can express the joy and sorrow, and can cultivate the solemn and graceful charm of temperament."
93,Brand: DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH 360 degree Rotational Electronic Highly Accurate Clip-on Digital Tuner Easy to Use for Acoustic and Electric Guitar Bass Violin Ukulele with 5 Pcs Picks (Design May Vary),,94 ratings,₹ 399.00,FREE delivery on orders over ₹ 499.00 shipped by Amazon,In stock.,7 Days Replacement,"【Tuning Instrument】Simplicity and accuracy, clip-on tuner for chromatic, guitar, bass, ukulele, violin
【6 String Tuner】6 C tone standard pitch ( bass mi, bass la, alto re, alto sol, alto Si and high pitched mi ), corresponding to the 6 strings of guitar or other musical instruments
【Automatic shut-off function】Clear LCD digital display with a good backlight making it easy to read, the tuner will be power off automatically after 3 minutes if no operation
【360 Degree Rotatable】With 360 degree rotational clip, you can adjust the angle you need
【Easy To Use】Lightweight and compact size, suitable for music teachers, professional and beginning players
› See more product details"
94,Brand: ISLA,ISLA Guitar Toys for Kids Four String Acoustic Guitar Musical Sound Toys for Kids (17 Inches)(Multicolor),-,-,₹ 889.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"Very Crisp and Clear Sound of Strings
This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 17 Inches In Length.
This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years.
› See more product details"
95,Visit the Kadence Store,"Kadence Frontier Series,Black Acoustic Guitar With Die Cast Keys Combo (Bag,strap,strings and 3 picks)",,397 ratings,"₹ 4,799.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 2 hrs and 1 min Details",In stock.,7 Days Replacement,"About this item
Product Type : Acoustic Guitar
Brand:Kadence,Fretboard material:Rosewood,Number of strings:6
Type:Acoustic Guitar,Body material:Spruce Wood
String Type : Roundwound Strings,String Gauge : Stainless Steel"
96,Brand: ITAPALJI,ITAPALJI String Acoustic Guitar | Adjustable Tunning Knob | Classical Guitar Toy | Musical Instrument Learning Toy for Kids,-,-,₹ 759.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"🔊This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
🔊It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
🔊Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 24 Inches In Length.
🔊This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years
🔊Can be use daily, Good for gift, Nice looking
› See more product details"
97,Brand: ITAPALJI,"ITAPALJI 4-String Acoustic Guitar Learning Toy For Kids(Brown, 18-inch)",-,-,₹ 749.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"🔊This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
🔊It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
🔊Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 24 Inches In Length.
🔊This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years
🔊Can be use daily, Good for gift, Nice looking
› See more product details"
98,Visit the Kadence Store,Kadence Acoustica 34” Acoustic Guitar A03,-,-,"₹ 4,999.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 2 hrs Details",In stock.,7 Days Replacement,
99,Brand: KINDRED,"KINDRED™ Musical Guitar,4-String Musical Instrument Learning Toy,Children's Educational Musical Instrument Toy for Kids, Child for Learning with Brown Color Best Gift for Boys & Girls (18 Inches)",-,-,₹ 795.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"The Guitar is made of very good quality plastic, adequate to produce a very crisp and clear sound from Guitar
This acoustic guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance. this is not a professionally manufactured guitar, just a toy for children. recommended for ages above 6 years
Functional guitar with tuning keys and playable.
4 String which are tune-able. A very good toy for kids who are willing to learn guitar.
A perfect gift: Helps kids have fun and stimulate and develop their talent & interest.
› See more product details"
100,Brand: KW,KEYCHAINEX WORLD Children Guitar Toys Classic Education Entertainment with Pick Strings Musical Instruments Toy Gift String Acoustic Adjustable Tuning Knob Classical Instrument Learning for Kids,-,-,₹ 789.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"💖 Toy Guitar is a Great Creativity for little Kids and increase musical talent in your young rock star. Teaches Kids the basics of rhythm, tempo, strumming and create the worlds of Music for your Kids.
💖 It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
💖 This guitar has good sound quality and good wooden finishing it is made up of good quality plastic and is good for playing and learning.
💖 This acoustic guitar makes a great gift for kids and is a great value for the money.
💖 This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
› See more product details"
101,Visit the Kadence Store,Kadence Acoustica A05 semi acoustic guitar Zebra Wood with Bag,,208 ratings,"₹ 6,499.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 59 mins Details",In stock.,7 Days Replacement,"DESIGN --- The Deep Pore paint finish, Simple head design, streamlined curvature makes the head and the body integrated, beautiful. The rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
SIZE (40 inch)---Suitable for the guitarist over 14 years old, especially the beginners, students or adults.
SHAPE---The golden cutaway corner design is convenient for high position playing, focusing on coordination and practicality.
ADJUSTABLE ACTION----Built-in truss rod can balanced the tension caused by strings or temperature change shrinking, for a straight and durable neck. The adjustable acoustic guitar neck allows your hand to stay in a comfortable position by keeping the strings in a perfect height.
ELECTRO-ACOUSTIC---Built-in preamp for amplified use with volume control, 2 band EQ: bass and treble, integrated tuner for fast and easy tuning.
QUALITY STRINGS ---The surface is coated with a film coating, which is not easy to rust, which prolongs the use time of the strings and reduces the burden on the fingers when pressing the strings.
ACCURATE TUNE---- Kadence guitars employes 18:1 premium machine head, run very smooth, no slack. it can help you to lock the string in position and adjust the pitch more accurate.
› See more product details"
102,Visit the YAMAHA Store,"Yamaha F280 Acoustic Guitar, Tobacco Brown Sunburst",,6 ratings,"₹ 6,990.00",FREE delivery: April 24 - 25 Details,"In stock on April 22, 2021.
Order it now.",7 Days Replacement,"About this item
Comfortable playability for beginners
High durability and stability proven by Yamaha's quality standard
Made in Yamaha Music India factory"
103,Visit the VAULT Store,"Vault EA20 Learn to Play Guitar Kit with Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - 40 inch Cutaway Acoustic Guitar",,2 ratings,"₹ 4,799.00",FREE delivery: May 5 - 8 Details,In stock.,7 Days Replacement,"Vault EA-20 40” Cutaway acoustic guitars are equipped with a dual-action truss rod, superior die-cast tuners and ABS binding.
Acoustic steel string guitar | Cutaway design for reaching higher notes with ease
Truss rod to ensure the stability of your guitar's neck | Diecast tuners
Size - 40” | Finish - Natural | Top - Basswood
Back/Sides - Basswood | Fret Board - Techwood | 20 Frets | Scale: 1016 mm
› See more product details"
104,Brand: Breve,"Breve Acoustic Guitar 38 Inch Cutaway,with Bag (Natural)",,465 ratings,"₹ 2,471.00","FREE delivery: Wednesday, April 21 Details
Fastest delivery: Tomorrow
Order within 1 hr and 29 mins Details",In stock.,7 Days Replacement,"About this item
38 inches cutaway revolutionary design and configuration to produce marvellous sound
Easy to hold for stress-free playing and ultra-portable
Guitar bundled with accessories like smart strap, bag, strings set and picks
Superior quality linden wood soundboard for unsurpassed resonance"
105,Visit the YAMAHA Store,YAMAHA FS80C NATURAL CONCERT CUTAWAY GUITAR,,33 ratings,"₹ 7,489.00",FREE delivery: May 1 - 2 Details,"In stock on April 29, 2021.
Order it now.",7 Days Replacement,"About this item
Made in Yamaha Music India factory
Brand: Yamaha
Stainless Steel
High durability and stability proven by Yamaha's quality standard
Concert body cutaway with comfortable playability for beginners"
106,Brand: THE DIEDERIK,"THE DIEDERIK 24"" 6 String Decor Guitar Children's Musical Instrument Educational Toy Guitar for Beginners Kids Child (Color May Vary)",-,-,-,-,-,7 Days Replacement,"This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
Helps kids have fun and stimulate and develop their talent & interest. This Guitar Is 24 Inches In Length.
This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children. Recommended for ages above 6 years.
Very Crisp and Clear Sound of Strings.
› See more product details"
107,Visit the blueberry Store,"Blueberry B-40, 40"" Acoustic Guitar Kit with Bag,Belt, One Pack Strings & Picks (Black)",,3 ratings,"₹ 3,595.00",FREE delivery,In stock.,7 Days Replacement,"Material: Top: Spruce wood, Side & Back: - linden wood, Fingerboard:- Rosewood Wood
Bridge：Rosewood, Neck: Catalpa wood, Machine head: Chrome die cast, Binding: ABS, Finish: Gloss.
Truss Rod for better adjustment of Guitar Action , Size 40-inch,Stlye - Cutway, innovative design to produce good quality sound
Includes: 40"", Acoustic guitar with Belt, bag, string set and 2 picks
Note: Product design may slightly vary Due to Photography lighting effect
› See more product details"
108,Brand: Belear,Belear I-280-WBR Couturier 38 Inch Brown Spruce Cutaway Acoustic Guitar with Truss Rod,-,-,"₹ 2,999.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience
Solid Spruce top provides an ideal balance and between strength and flexibility
Catalpa neck, Rosewood fretboard with truss rod
Offers bright, responsive & balanced tone
Comfortable playability for beginners
Linden back & sides produces rich, warm lows and sweet sustain
Skilfully craftsmanship and the innovative design of the highest quality
Brown colour with Brush finishing
› See more product details"
109,Brand: Belear,Belear I-280-CTBS Couturier 38 Inch Tobacco Brown Sunburst Cutaway Acoustic Guitar,-,-,"₹ 2,399.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium 38 Inch single cutaway acoustic guitar
Top, back, and sides are made from Carbon fiber
Catalpa neck with Rosewood fretboard
Carbon fiber is famous for resonant, tough, and resistant to temperature and humidity changes
Full scale length with easy access to the upper frets
Ultimate versatile guitar is suitable for both experts and beginners
Tobacco Brown Sunburst color with matte finishing
Skilfully craftsmanship and the innovative design of the highest quality
› See more product details"
110,Visit the VAULT Store,"Vault Junior 1/2 Size Acoustic Guitar for Kids With Gigbag, Strings, Polishing Cloth, String Winder and Picks",,17 ratings,"₹ 3,829.00",FREE delivery: May 5 - 8 Details,In stock.,7 Days Replacement,"Size : 30” Steel Stringed Number of Strings : 6 Colour :Natural
Body shape : Dreadnought (Full bodied) Finish : Natural/Smooth Top Material : Spruce
Back & Sides Material : Basswood Binding Material : Composite Neck Material : Basswood
Fingerboard Inlay: Dots Number of Frets: 22
Tuners:Die-Cast Truss Rod :Dual-action
› See more product details"
111,Brand: PENNYCREEK,PennyCreek 6 Pieces Semiclosed Tuners Tuning Pegs with Accs for Electric Acoustic Guitars,,18 ratings,₹ 480.00,"FREE delivery: Thursday, April 29 Details",In stock.,7 Days Replacement,"Set of 12pcs tuning pegs, these are semiclosed guitar tuners
One set machine heads for electric or acoustic guitars
Also comes with 12ferrules and 24 mounting screws
Standard internal gear - Material: Metal, plastic
› See more product details"
112,Brand: FLAMIZ,FLAMIZ Music Toy Guitar Red and Black Battery Operated Music and Lights Rock Band Guitar for Kids - Multi - [Premium Edition],-,-,₹ 999.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"*** Let your kid enjoy with this colored musical toy instrument. This toy is children friendly and are recommended for kids of 3+ years. Let your kid enjoy with this red & black colored musical toy instrument.
*** The child can experiment with the different sounds of the guitar and experiment with his own ideas. Perfect solution for beginners who want to learn to play guitar and develop children's stage performance.
*** This Musical guitar will surely turn your kids into a Rockstar. Gift them this guitar and let their Rockstar pop out. This toy is children friendly and are recommended for kids of 3+ years.
*** This toy is lightweight and easy to use. Your junior musician can make his own music, sing along to his heart's content, and even start his own band. Your little one will discover how to make different sounds and is a great inspiration to learn a musical trait later.
*** Guitar Includes Music, pre-loading tunes, Lightning effect and much more. The best gift for a kid Ideal for girls and boys aged 3 years and above. This unique guitar is battery operated (3 AA Not Included)
› See more product details"
113,Visit the GIVSUN Store,"Givsun Lisbon Red 6-String Cut A Way Right Hand Acoustic Semi-Electric Guitar With Bag And Free 1 Set String,2 Picks",,10 ratings,"₹ 3,599.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"Acoustic 40 Inch Steel String Guitar With Trusted Brand GIVSUN
Finish - Glossy Top - Basswood Back/Sides
Package Content: 1 Guitar, 1 Bag & Free 1 Set String, 2 Picks
Great Looks With An Innovative Design To Produce Good Quality Sound
Popular With Beginners To Advanced
› See more product details"
114,Brand: ITAPALJI,"ITAPALJI String Acoustic Guitar | Adjustable Tunning Knob | Classical Guitar Toy | Musical Instrument Learning Toy for Kids (Brown, 18-inch)",-,-,₹ 749.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"🔊This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
🔊It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
🔊Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 24 Inches In Length.
🔊This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years
🔊Can be use daily, Good for gift, Nice looking
› See more product details"
115,Brand: DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH Tuning Peg Silver for Acoustic Guitar Parts Tuners Keys Semi-closed Guitar String Tuning Pegs Tuner Machine Heads Knobs Tuning Keys for Acoustic & Electric Guitar 3R+3L(6 PCS),,3 ratings,₹ 499.00,FREE delivery,In stock.,7 Days Replacement,"Package Includes: 6 X Machine heads(3L + 3R),12 X Mounting screws ,6 X Ferrules
Materials: chrome finish zinc alloy metal, plastic
6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right
Adjustable - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable
› See more product details"
116,Brand: DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH Tuning Peg Silver for Acoustic Guitar Parts Tuners Keys Semi-closed Guitar String Tuning Pegs Tuner Machine Heads Knobs Tuning Keys for Acoustic & Electric Guitar 3R+3L (6PCS),-,-,₹ 499.00,FREE delivery,In stock.,7 Days Replacement,"Package Includes: 6 X Machine heads(3L + 3R),12 X Mounting screws ,6 X Ferrules
Materials: chrome finish zinc alloy metal, plastic
6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right
Adjustable - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable
› See more product details"
117,Visit the Kadence Store,"Kadence Frontier Jumbo Semi Acoustic Guitar With Die Cast Keys,Super Combo (Bag, 1 pack Strings, Strap, Picks, Capo, Tuner (black & stand)",,378 ratings,"₹ 5,999.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 56 mins Details",In stock.,7 Days Replacement,"QUALITY STRINGS ---The surface is coated with a film coating, which is not easy to rust, which prolongs the use time of the strings and reduces the burden on the fingers when pressing the strings.
DESIGN --- Simple head design, streamlined curvature makes the head and the body integrated, beautiful. The rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
SIZE (41 inch)---Suitable for the guitarist over 14 years old, especially the beginners, students or adults.
ADJUSTABLE ACTION----Built-in truss rod can balanced the tension caused by strings or temperature change shrinking, for a straight and durable neck. The adjustable acoustic guitar neck allows your hand to stay in a comfortable position by keeping the strings in a perfect height.
Package Details:1 pack of Strings, picks, turner, foldable guitar stand, bag, strap and capo
ELECTRO-ACOUSTIC---Built-in preamp for amplified use with volume control, 4 band EQ: bass and treble, integrated tuner for fast and easy tuning.
› See more product details"
118,Visit the Kadence Store,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo and Fibre guitar stand (Black Spruce Wood)",,100 ratings,"₹ 10,999.00","FREE delivery: Friday, April 23 Details",Only 1 left in stock.,7 Days Replacement,"QUALITY STRINGS ---The surface is coated with a film coating, which is not easy to rust, which prolongs the use time of the strings and reduces the burden on the fingers when pressing the strings.
DESIGN --- The Deep Pore paint finish, Simple head design, streamlined curvature makes the head and the body integrated, beautiful. The rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
SIZE (41 inch)---Suitable for the guitarist over 14 years old, especially the beginners, students or adults.
ADJUSTABLE ACTION----Built-in truss rod can balanced the tension caused by strings or temperature change shrinking, for a straight and durable neck. The adjustable acoustic guitar neck allows your hand to stay in a comfortable position by keeping the strings in a perfect height.
With Combo, Heavy Padded Bag, Pro Capo and Fiber Body Stand
ALL ACCESSORIES INCLUDED---Kadence Slowhand Guitar comes with zipped padded bag, in-built tunner, adjustable guitar strap, extra strings, 3 guitar picks, capo, foldable guitar stand and a Guitar cable.
PROTECTIVE PADDED bag---Take your guitar with you to school or on trips with a stylish and protective carrying case, designed with foam pads, a shock-proof rubber bottom, and even a front storage for your capo and extra picks
› See more product details"
119,Visit the Guitar Bro Store,"GUITAR BRO - COMBO (Black Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)",,18 ratings,"₹ 6,499.00","FREE delivery: May 6 - 10 Details
Fastest delivery: May 5 - 8 Details",In stock.,7 Days Replacement,"GUITAR BRO +20 mins FREE VIDEO Demo - is a learning kit which includes proprietary gadget, video lectures & songbook
LIDEN WOOD GUITAR - A 39-inch acoustic guitar for beginners. With warm sound and quality strings, guitar picks and accessories, this is suitable for learners
COMPATIBLE AND EASY TO FIT - Learning kit can be used for standard size 38-inch guitars, 39-inch guitars both acoustic and semi-acoustic. It is only for Right Handed players and compatible with an acoustic guitar for men, women, kids above 10 years or adults who need self-learning methods. It does not work on nylon string guitars but only on acoustic guitar strings made of steel.
SELF LEARNING KIT - Learn Guitar At Home, At Your Own Time. Learn chords and play songs.
WHAT DO YOU LEARN - The online guitar course will teach you from very basic things like how to hold a guitar, How to tune a guitar without using a tuner, How to use a metronome, how to install the Guitar Bro Tool to advance things like strumming and chords.
› See more product details"
120,Visit the Guitar Bro Store,"GUITAR BRO - Guitar Learning Combo (30 Day Learning Kit + 4 Live 1-on-1 Classes (each class is 20 mins, Access Key Inside the Kit), Acoustic Guitars Accessories, Picks, Songbook, Videos)",,6 ratings,"₹ 2,499.00","FREE delivery: Wednesday, May 5 Details",In stock.,7 Days Replacement,"30 Day Learning Kit
Acoustic Guitars Accessories, Picks, Songbook, Videos
Each class is 20 mins
› See more product details"
121,Brand: Belear,Belear I-280-CTBS Couturier 38 Inch Tobacco Brown Sunburst Cutaway Acoustic Guitar,-,-,"₹ 2,399.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium 38 Inch single cutaway acoustic guitar
Top, back, and sides are made from Carbon fiber
Catalpa neck with Rosewood fretboard
Carbon fiber is famous for resonant, tough, and resistant to temperature and humidity changes
Full scale length with easy access to the upper frets
Ultimate versatile guitar is suitable for both experts and beginners
Tobacco Brown Sunburst color with matte finishing
Skilfully craftsmanship and the innovative design of the highest quality
› See more product details"
122,Brand: Ibanez,Ibanez MD39C-NT Acoustic Guitar (Natural),,215 ratings,"₹ 6,947.00",FREE delivery,In stock.,7 Days Replacement,"About this item
Type - acoustic guitar with cutaway
Fingerboard material - rosewood
Top - spruce
Number of frets - 20
Number of strings - 6"
